X,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264
63,3787,4159,14654,3248,3674,4684,7603,12612,13248,13885,14524,3787,4357,4947,5550,6781,7406,8034,8666,9936,10574,11213,11853,12494,13779,14422,4108,4729,5356,5988,7902,8543,9186,9829,11118,11764,12409,13702,14349,1452,919,650,919,1452,2054,2678,3312,3951,4593,5237,7821,8469,9117,9765,10413,11710,12358,13007,13656,14305,1299,650,0,650,1299,3248,3897,7145,7794,9743,10393,11042,11692,12341,12991,2678,2054,1452,919,650,919,1452,2054,3312,4593,5882,6528,7174,9765,10413,11061,14305,14953,3498,2905,2342,1837,1299,1452,1837,2342,3498,4108,4729,5356,5988,14349,14996,15643,7406,3787,3248,2054,2342,2756,4357,4947,12612,2678,2905,3248,14654,14022,13391,12761,8444,3787,3498,3248,3312,3498,15439,14812,14186,12942,9300,8714,8139,7575,5511,5073,4684,4357,4108,3951,3897,15616,14996,9590,9024,8469,7929,7406,6430,5988,5588,5237,4947,4729,4593,4547,15817,15205,13391,9915,9368,8835,8318,7821,7349,6905,6495,6128,5810,5550,5237,16042,15439,14840,14245,13656,13072,12494,11924,11362,10810,10270,9232,8739,8267,7821,7406,7026,6687,6397,6162,5988,5882,15108,14524,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,6996,6781,12082,11565,11061,10574,10104,9656,9232,8835,8469,8139,7848,7603,12477,11977,11491,11023,10574,10146,9743,9368,9024,8714,8444,8216,12893,12409,11942,11491,11061,10653,10270,9915,9590,9300,13327,12860,12409,11977,11565,11175,10810,10473,10167,9893,12082,11362,11042,10752
64,3498,3787,14022,2905,3248,4159,6996,11977,12612,13248,13885,3248,3787,4357,4947,6162,6781,7406,8034,9300,9936,10574,11213,11853,13136,13779,3498,4108,4729,5356,7262,7902,8543,9186,10473,11118,11764,13056,13702,2054,1452,919,650,919,1452,2054,2678,3312,3951,4593,7174,7821,8469,9117,9765,11061,11710,12358,13007,13656,1949,1299,650,0,650,2598,3248,6495,7145,9094,9743,10393,11042,11692,12341,3312,2678,2054,1452,919,650,919,1452,2678,3951,5237,5882,6528,9117,9765,10413,13656,14305,4108,3498,2905,2342,1452,1299,1452,1837,2905,3498,4108,4729,5356,13702,14349,14996,8034,4357,3787,1949,2054,2342,3787,4357,13248,2598,2678,2905,15288,14654,14022,13391,9047,4159,3787,3312,3248,3312,16069,15439,14812,13563,9893,9300,8714,8139,5988,5511,5073,4684,4357,4108,3951,16238,15616,10167,9590,9024,8469,7929,6905,6430,5988,5588,5237,4947,4729,4593,16432,15817,13991,10473,9915,9368,8835,8318,7821,7349,6905,6495,6128,5810,5356,16649,16042,15439,14840,14245,13656,13072,12494,11924,11362,10810,9743,9232,8739,8267,7821,7406,7026,6687,6397,6162,5988,15697,15108,13946,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,6996,12612,12082,11565,11061,10574,10104,9656,9232,8835,8469,8139,7848,12991,12477,11977,11491,11023,10574,10146,9743,9368,9024,8714,8444,13391,12893,12409,11942,11491,11061,10653,10270,9915,9590,13809,13327,12860,12409,11977,11565,11175,10810,10473,10167,12477,11710,11362,11042
65,3312,3498,13391,2678,2905,3674,6397,11344,11977,12612,13248,2756,3248,3787,4357,5550,6162,6781,7406,8666,9300,9936,10574,11213,12494,13136,2905,3498,4108,4729,6624,7262,7902,8543,9829,10473,11118,12409,13056,2678,2054,1452,919,650,919,1452,2054,2678,3312,3951,6528,7174,7821,8469,9117,10413,11061,11710,12358,13007,2598,1949,1299,650,0,1949,2598,5846,6495,8444,9094,9743,10393,11042,11692,3951,3312,2678,2054,1452,919,650,919,2054,3312,4593,5237,5882,8469,9117,9765,13007,13656,4729,4108,3498,2905,1837,1452,1299,1452,2342,2905,3498,4108,4729,13056,13702,14349,8666,4947,4357,2054,1949,2054,3248,3787,13885,2678,2598,2678,15924,15288,14654,14022,9656,4593,4159,3498,3312,3248,16700,16069,15439,14186,10494,9893,9300,8714,6495,5988,5511,5073,4684,4357,4108,16863,16238,10752,10167,9590,9024,8469,7406,6905,6430,5988,5588,5237,4947,4729,17050,16432,14597,11042,10473,9915,9368,8835,8318,7821,7349,6905,6495,6128,5550,17259,16649,16042,15439,14840,14245,13656,13072,12494,11924,11362,10270,9743,9232,8739,8267,7821,7406,7026,6687,6397,6162,16290,15697,14524,13946,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,7929,7575,7262,13152,12612,12082,11565,11061,10574,10104,9656,9232,8835,8469,8139,13516,12991,12477,11977,11491,11023,10574,10146,9743,9368,9024,8714,13901,13391,12893,12409,11942,11491,11061,10653,10270,9915,14305,13809,13327,12860,12409,11977,11565,11175,10810,10473,12893,12082,11710,11362
66,3498,3312,11510,2905,2678,2678,4684,9457,10084,10712,11344,1949,2054,2342,2756,3787,4357,4947,5550,6781,7406,8034,8666,9300,10574,11213,1452,1837,2342,2905,4729,5356,5988,6624,7902,8543,9186,10473,11118,4593,3951,3312,2678,2054,1452,919,650,919,1452,2054,4593,5237,5882,6528,7174,8469,9117,9765,10413,11061,4547,3897,3248,2598,1949,0,650,3897,4547,6495,7145,7794,8444,9094,9743,5882,5237,4593,3951,3312,2678,2054,1452,650,1452,2678,3312,3951,6528,7174,7821,11061,11710,6624,5988,5356,4729,3498,2905,2342,1837,1299,1452,1837,2342,2905,11118,11764,12409,10574,6781,6162,3248,2756,2342,2054,2342,15804,3674,3248,2905,17836,17197,16560,15924,11510,6128,5588,4593,4159,3787,18600,17965,17332,16069,12324,11710,11099,10494,8139,7575,7026,6495,5988,5511,5073,18747,18117,12545,11942,11344,10752,10167,9024,8469,7929,7406,6905,6430,5988,5588,18915,18291,16432,12794,12204,11619,11042,10473,9915,9368,8835,8318,7821,7349,6495,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,13072,11924,11362,10810,10270,9743,9232,8739,8267,7821,7406,7026,18094,17489,16290,15697,15108,14524,13946,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,8318,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,9232,15150,14597,14052,13516,12991,12477,11977,11491,11023,10574,10146,9743,15494,14953,14422,13901,13391,12893,12409,11942,11491,11061,15857,15330,14812,14305,13809,13327,12860,12409,11977,11565,14245,13327,12893,12477
67,3787,3498,10888,3248,2905,2598,4159,8835,9457,10084,10712,2054,1949,2054,2342,3248,3787,4357,4947,6162,6781,7406,8034,8666,9936,10574,1299,1452,1837,2342,4108,4729,5356,5988,7262,7902,8543,9829,10473,5237,4593,3951,3312,2678,2054,1452,919,650,919,1452,3951,4593,5237,5882,6528,7821,8469,9117,9765,10413,5196,4547,3897,3248,2598,650,0,3248,3897,5846,6495,7145,7794,8444,9094,6528,5882,5237,4593,3951,3312,2678,2054,919,919,2054,2678,3312,5882,6528,7174,10413,11061,7262,6624,5988,5356,4108,3498,2905,2342,1452,1299,1452,1837,2342,10473,11118,11764,11213,7406,6781,3787,3248,2756,1949,2054,16445,4159,3674,3248,18475,17836,17197,16560,12134,6687,6128,5073,4593,4159,19235,18600,17965,16700,12942,12324,11710,11099,8714,8139,7575,7026,6495,5988,5511,19378,18747,13152,12545,11942,11344,10752,9590,9024,8469,7929,7406,6905,6430,5988,19540,18915,17050,13391,12794,12204,11619,11042,10473,9915,9368,8835,8318,7821,6905,19723,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,12494,11924,11362,10810,10270,9743,9232,8739,8267,7821,7406,18702,18094,16888,16290,15697,15108,14524,13946,13375,12811,12255,11710,11175,10653,10146,9656,9186,8739,15398,14826,14260,13702,13152,12612,12082,11565,11061,10574,10104,9656,15710,15150,14597,14052,13516,12991,12477,11977,11491,11023,10574,10146,16042,15494,14953,14422,13901,13391,12893,12409,11942,11491,16394,15857,15330,14812,14305,13809,13327,12860,12409,11977,14726,13779,13327,12893
68,6128,5588,7848,5810,5237,4159,2598,5810,6397,6996,7603,4357,3787,3248,2756,2054,1949,2054,2342,3248,3787,4357,4947,5550,6781,7406,3498,2905,2342,1837,1452,1837,2342,2905,4108,4729,5356,6624,7262,8469,7821,7174,6528,5882,5237,4593,3951,3312,2678,2054,919,1452,2054,2678,3312,4593,5237,5882,6528,7174,8444,7794,7145,6495,5846,3897,3248,0,650,2598,3248,3897,4547,5196,5846,9765,9117,8469,7821,7174,6528,5882,5237,3951,2678,1452,919,650,2678,3312,3951,7174,7821,10473,9829,9186,8543,7262,6624,5988,5356,4108,3498,2905,2342,1837,7262,7902,8543,14422,10574,9936,6781,6162,5550,3787,3248,19659,6996,6397,5810,21679,21037,20396,19755,15288,9656,9047,7848,7262,6687,22425,21786,21147,19872,16069,15439,14812,14186,11710,11099,10494,9893,9300,8714,8139,22547,21912,16238,15616,14996,14378,13763,12545,11942,11344,10752,10167,9590,9024,8469,22687,22056,20167,16432,15817,15205,14597,13991,13391,12794,12204,11619,11042,10473,9368,22845,22218,21592,20967,20344,19723,19103,18486,17871,17259,16649,15439,14840,14245,13656,13072,12494,11924,11362,10810,10270,9743,21776,21157,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,12811,12255,11710,11175,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,12082,18600,18012,17429,16850,16277,15710,15150,14597,14052,13516,12991,12477,18881,18303,17729,17161,16598,16042,15494,14953,14422,13901,19181,18611,18047,17489,16938,16394,15857,15330,14812,14305,17295,16238,15724,15219
69,6687,6128,7262,6397,5810,4684,2678,5237,5810,6397,6996,4947,4357,3787,3248,2342,2054,1949,2054,2756,3248,3787,4357,4947,6162,6781,4108,3498,2905,2342,1299,1452,1837,2342,3498,4108,4729,5988,6624,9117,8469,7821,7174,6528,5882,5237,4593,3951,3312,2678,650,919,1452,2054,2678,3951,4593,5237,5882,6528,9094,8444,7794,7145,6495,4547,3897,650,0,1949,2598,3248,3897,4547,5196,10413,9765,9117,8469,7821,7174,6528,5882,4593,3312,2054,1452,919,2054,2678,3312,6528,7174,11118,10473,9829,9186,7902,7262,6624,5988,4729,4108,3498,2905,2342,6624,7262,7902,15066,11213,10574,7406,6781,6162,4357,3787,20303,7603,6996,6397,22322,21679,21037,20396,15924,10270,9656,8444,7848,7262,23065,22425,21786,20509,16700,16069,15439,14812,12324,11710,11099,10494,9893,9300,8714,23184,22547,16863,16238,15616,14996,14378,13152,12545,11942,11344,10752,10167,9590,9024,23320,22687,20795,17050,16432,15817,15205,14597,13991,13391,12794,12204,11619,11042,9915,23473,22845,22218,21592,20967,20344,19723,19103,18486,17871,17259,16042,15439,14840,14245,13656,13072,12494,11924,11362,10810,10270,22397,21776,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,12811,12255,11710,18937,18337,17741,17148,16560,15976,15398,14826,14260,13702,13152,12612,19192,18600,18012,17429,16850,16277,15710,15150,14597,14052,13516,12991,19464,18881,18303,17729,17161,16598,16042,15494,14953,14422,19755,19181,18611,18047,17489,16938,16394,15857,15330,14812,17836,16763,16238,15724
70,8444,7848,5588,8216,7603,6397,3674,3674,4159,4684,5237,6781,6162,5550,4947,3787,3248,2756,2342,1949,2054,2342,2756,3248,4357,4947,5988,5356,4729,4108,2342,1837,1452,1299,1837,2342,2905,4108,4729,11061,10413,9765,9117,8469,7821,7174,6528,5882,5237,4593,2054,1452,919,650,919,2054,2678,3312,3951,4593,11042,10393,9743,9094,8444,6495,5846,2598,1949,0,650,1299,1949,2598,3248,12358,11710,11061,10413,9765,9117,8469,7821,6528,5237,3951,3312,2678,650,919,1452,4593,5237,13056,12409,11764,11118,9829,9186,8543,7902,6624,5988,5356,4729,4108,4729,5356,5988,17000,13136,12494,9300,8666,8034,6162,5550,22237,9457,8835,8216,24251,23608,22965,22322,17836,12134,11510,10270,9656,9047,24988,24347,23706,22425,18600,17965,17332,16700,14186,13563,12942,12324,11710,11099,10494,25098,24459,18747,18117,17489,16863,16238,14996,14378,13763,13152,12545,11942,11344,10752,25223,24588,22687,18915,18291,17669,17050,16432,15817,15205,14597,13991,13391,12794,11619,25365,24734,24103,23473,22845,22218,21592,20967,20344,19723,19103,17871,17259,16649,16042,15439,14840,14245,13656,13072,12494,11924,24269,23643,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,13375,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,14260,20987,20386,19787,19192,18600,18012,17429,16850,16277,15710,15150,14597,21237,20643,20052,19464,18881,18303,17729,17161,16598,16042,21503,20917,20334,19755,19181,18611,18047,17489,16938,16394,19497,18383,17836,17295
71,9047,8444,5073,8835,8216,6996,4159,3248,3674,4159,4684,7406,6781,6162,5550,4357,3787,3248,2756,2054,1949,2054,2342,2756,3787,4357,6624,5988,5356,4729,2905,2342,1837,1452,1452,1837,2342,3498,4108,11710,11061,10413,9765,9117,8469,7821,7174,6528,5882,5237,2678,2054,1452,919,650,1452,2054,2678,3312,3951,11692,11042,10393,9743,9094,7145,6495,3248,2598,650,0,650,1299,1949,2598,13007,12358,11710,11061,10413,9765,9117,8469,7174,5882,4593,3951,3312,919,650,919,3951,4593,13702,13056,12409,11764,10473,9829,9186,8543,7262,6624,5988,5356,4729,4108,4729,5356,17645,13779,13136,9936,9300,8666,6781,6162,22882,10084,9457,8835,24895,24251,23608,22965,18475,12761,12134,10888,10270,9656,25630,24988,24347,23065,19235,18600,17965,17332,14812,14186,13563,12942,12324,11710,11099,25737,25098,19378,18747,18117,17489,16863,15616,14996,14378,13763,13152,12545,11942,11344,25859,25223,23320,19540,18915,18291,17669,17050,16432,15817,15205,14597,13991,13391,12204,25998,25365,24734,24103,23473,22845,22218,21592,20967,20344,19723,18486,17871,17259,16649,16042,15439,14840,14245,13656,13072,12494,24895,24269,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,13946,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,14826,21592,20987,20386,19787,19192,18600,18012,17429,16850,16277,15710,15150,21834,21237,20643,20052,19464,18881,18303,17729,17161,16598,22094,21503,20917,20334,19755,19181,18611,18047,17489,16938,20062,18937,18383,17836
72,9656,9047,4593,9457,8835,7603,4684,2905,3248,3674,4159,8034,7406,6781,6162,4947,4357,3787,3248,2342,2054,1949,2054,2342,3248,3787,7262,6624,5988,5356,3498,2905,2342,1837,1299,1452,1837,2905,3498,12358,11710,11061,10413,9765,9117,8469,7821,7174,6528,5882,3312,2678,2054,1452,919,919,1452,2054,2678,3312,12341,11692,11042,10393,9743,7794,7145,3897,3248,1299,650,0,650,1299,1949,13656,13007,12358,11710,11061,10413,9765,9117,7821,6528,5237,4593,3951,1452,919,650,3312,3951,14349,13702,13056,12409,11118,10473,9829,9186,7902,7262,6624,5988,5356,3498,4108,4729,18291,14422,13779,10574,9936,9300,7406,6781,23527,10712,10084,9457,25539,24895,24251,23608,19114,13391,12761,11510,10888,10270,26272,25630,24988,23706,19872,19235,18600,17965,15439,14812,14186,13563,12942,12324,11710,26376,25737,20010,19378,18747,18117,17489,16238,15616,14996,14378,13763,13152,12545,11942,26496,25859,23954,20167,19540,18915,18291,17669,17050,16432,15817,15205,14597,13991,12794,26631,25998,25365,24734,24103,23473,22845,22218,21592,20967,20344,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,13072,25523,24895,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,14524,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,15398,22199,21592,20987,20386,19787,19192,18600,18012,17429,16850,16277,15710,22435,21834,21237,20643,20052,19464,18881,18303,17729,17161,22687,22094,21503,20917,20334,19755,19181,18611,18047,17489,20632,19497,18937,18383
73,10270,9656,4159,10084,9457,8216,5237,2678,2905,3248,3674,8666,8034,7406,6781,5550,4947,4357,3787,2756,2342,2054,1949,2054,2756,3248,7902,7262,6624,5988,4108,3498,2905,2342,1452,1299,1452,2342,2905,13007,12358,11710,11061,10413,9765,9117,8469,7821,7174,6528,3951,3312,2678,2054,1452,650,919,1452,2054,2678,12991,12341,11692,11042,10393,8444,7794,4547,3897,1949,1299,650,0,650,1299,14305,13656,13007,12358,11710,11061,10413,9765,8469,7174,5882,5237,4593,2054,1452,919,2678,3312,14996,14349,13702,13056,11764,11118,10473,9829,8543,7902,7262,6624,5988,2905,3498,4108,18937,15066,14422,11213,10574,9936,8034,7406,24173,11344,10712,10084,26184,25539,24895,24251,19755,14022,13391,12134,11510,10888,26915,26272,25630,24347,20509,19872,19235,18600,16069,15439,14812,14186,13563,12942,12324,27016,26376,20643,20010,19378,18747,18117,16863,16238,15616,14996,14378,13763,13152,12545,27133,26496,24588,20795,20167,19540,18915,18291,17669,17050,16432,15817,15205,14597,13391,27265,26631,25998,25365,24734,24103,23473,22845,22218,21592,20967,19723,19103,18486,17871,17259,16649,16042,15439,14840,14245,13656,26151,25523,24269,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,15108,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,15976,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,16850,16277,23038,22435,21834,21237,20643,20052,19464,18881,18303,17729,23284,22687,22094,21503,20917,20334,19755,19181,18611,18047,21207,20062,19497,18937
74,10888,10270,3787,10712,10084,8835,5810,2598,2678,2905,3248,9300,8666,8034,7406,6162,5550,4947,4357,3248,2756,2342,2054,1949,2342,2756,8543,7902,7262,6624,4729,4108,3498,2905,1837,1452,1299,1837,2342,13656,13007,12358,11710,11061,10413,9765,9117,8469,7821,7174,4593,3951,3312,2678,2054,919,650,919,1452,2054,13640,12991,12341,11692,11042,9094,8444,5196,4547,2598,1949,1299,650,0,650,14953,14305,13656,13007,12358,11710,11061,10413,9117,7821,6528,5882,5237,2678,2054,1452,2054,2678,15643,14996,14349,13702,12409,11764,11118,10473,9186,8543,7902,7262,6624,2342,2905,3498,19583,15710,15066,11853,11213,10574,8666,8034,24819,11977,11344,10712,26828,26184,25539,24895,20396,14654,14022,12761,12134,11510,27557,26915,26272,24988,21147,20509,19872,19235,16700,16069,15439,14812,14186,13563,12942,27657,27016,21277,20643,20010,19378,18747,17489,16863,16238,15616,14996,14378,13763,13152,27771,27133,25223,21425,20795,20167,19540,18915,18291,17669,17050,16432,15817,15205,13991,27900,27265,26631,25998,25365,24734,24103,23473,22845,22218,21592,20344,19723,19103,18486,17871,17259,16649,16042,15439,14840,14245,26781,26151,24895,24269,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,15697,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,16560,23419,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,16850,23643,23038,22435,21834,21237,20643,20052,19464,18881,18303,23883,23284,22687,22094,21503,20917,20334,19755,19181,18611,21786,20632,20062,19497
75,11510,10888,3498,11344,10712,9457,6397,2678,2598,2678,2905,9936,9300,8666,8034,6781,6162,5550,4947,3787,3248,2756,2342,2054,2054,2342,9186,8543,7902,7262,5356,4729,4108,3498,2342,1837,1452,1452,1837,14305,13656,13007,12358,11710,11061,10413,9765,9117,8469,7821,5237,4593,3951,3312,2678,1452,919,650,919,1452,14290,13640,12991,12341,11692,9743,9094,5846,5196,3248,2598,1949,1299,650,0,15602,14953,14305,13656,13007,12358,11710,11061,9765,8469,7174,6528,5882,3312,2678,2054,1452,2054,16290,15643,14996,14349,13056,12409,11764,11118,9829,9186,8543,7902,7262,1837,2342,2905,20230,16355,15710,12494,11853,11213,9300,8666,25465,12612,11977,11344,27473,26828,26184,25539,21037,15288,14654,13391,12761,12134,28201,27557,26915,25630,21786,21147,20509,19872,17332,16700,16069,15439,14812,14186,13563,28298,27657,21912,21277,20643,20010,19378,18117,17489,16863,16238,15616,14996,14378,13763,28409,27771,25859,22056,21425,20795,20167,19540,18915,18291,17669,17050,16432,15817,14597,28535,27900,27265,26631,25998,25365,24734,24103,23473,22845,22218,20967,20344,19723,19103,18486,17871,17259,16649,16042,15439,14840,27412,26781,25523,24895,24269,23643,23020,22397,21776,21157,20540,19925,19312,18702,18094,17489,16888,16290,23830,23211,22594,21979,21366,20755,20146,19540,18937,18337,17741,17148,24033,23419,22808,22199,21592,20987,20386,19787,19192,18600,18012,17429,24251,23643,23038,22435,21834,21237,20643,20052,19464,18881,24485,23883,23284,22687,22094,21503,20917,20334,19755,19181,22369,21207,20632,20062
76,5988,6495,17332,5588,6128,7262,10270,15288,15924,16560,17197,6397,6996,7603,8216,9457,10084,10712,11344,12612,13248,13885,14524,15164,16445,17087,6781,7406,8034,8666,10574,11213,11853,12494,13779,14422,15066,16355,17000,1837,2342,2905,3498,4108,4729,5356,5988,6624,7262,7902,10473,11118,11764,12409,13056,14349,14996,15643,16290,16938,1452,2054,2678,3312,3951,5882,6528,9765,10413,12358,13007,13656,14305,14953,15602,0,650,1299,1949,2598,3248,3897,4547,5846,7145,8444,9094,9743,12341,12991,13640,16888,17537,919,650,919,1452,2678,3312,3951,4593,5882,6528,7174,7821,8469,16900,17549,18199,4729,1452,1299,3498,4108,4729,6624,7262,9936,3787,4357,4947,11977,11344,10712,10084,5810,2678,2905,3674,4159,4684,12761,12134,11510,10270,6687,6128,5588,5073,3498,3312,3248,3312,3498,3787,4159,12942,12324,7026,6495,5988,5511,5073,4357,4108,3951,3897,3951,4108,4357,4684,13152,12545,10752,7406,6905,6430,5988,5588,5237,4947,4729,4593,4547,4593,4947,13391,12794,12204,11619,11042,10473,9915,9368,8835,8318,7821,6905,6495,6128,5810,5550,5356,5237,5196,5237,5356,5550,12494,11924,10810,10270,9743,9232,8739,8267,7821,7406,7026,6687,6397,6162,5988,5882,5846,5882,9656,9186,8739,8318,7929,7575,7262,6996,6781,6624,6528,6495,10104,9656,9232,8835,8469,8139,7848,7603,7406,7262,7174,7145,10574,10146,9743,9368,9024,8714,8444,8216,8034,7902,11061,10653,10270,9915,9590,9300,9047,8835,8666,8543,10167,9656,9457,9300
